1,1,1251948
2,1,1439740
3,1,0
4,1,2288132
5,1,0
6,1,0
7,1,1439740
8,1,1095454
9,1,1095454
10,1,1095454
11,1,0
12,1,1439740
13,1,1095454
14,1,1095454
15,1,1095454
16,1,1095454
17,1,1439740
18,1,1251948
19,1,0
20,1,1667067
21,1,0
22,1,1439740
23,1,1095454
24,1,0
25,1,1095454
26,1,0
27,1,0
28,1,1095454
29,1,1251948
30,1,0
31,1,1095454
32,1,0
33,1,1251948
34,1,0
35,1,1095454
36,1,0
37,1,0
38,1,1095454
39,1,1095454
40,1,1251948
41,1,1095454
42,1,1095454
43,1,1095454
44,1,0
45,1,1095454
46,1,1095454
47,1,0
48,1,1095454
49,1,1095454
50,1,0
51,1,1095454
52,1,1095454
53,1,1251948
54,1,0
55,1,1095454
56,1,1095454
57,1,1251948
58,1,0
59,1,1439740
60,1,1251948
61,1,1095454
62,1,1095454
63,1,1251948
64,1,1095454
65,1,0
66,1,1251948
67,1,1095454
68,1,1251948
69,1,0
70,1,1095454
71,1,0
72,1,0
73,1,0
74,1,0
75,1,1251948
76,1,0
77,1,0
78,1,1095454
79,1,1251948
80,1,1251948
81,1,1439740
82,1,1251948
83,1,1944912
84,1,0
85,1,1251948
86,1,1251948
87,1,1095454
88,1,1439740
89,1,1439740
90,1,1439740
91,1,1095454
92,1,1251948
93,1,1095454
94,1,0
95,1,1095454
96,1,0
97,1,0
98,1,1095454
99,1,0
100,1,1095454
101,1,0
102,1,0
103,1,1251948
104,1,1095454
105,1,1095454
106,1,1251948
107,1,1251948
108,1,1095454
109,1,0
110,1,1095454
111,1,1439740
112,1,1095454
113,1,1439740
114,1,1439740
115,1,0
116,1,1095454
117,1,0
118,1,1251948
119,1,2288132
120,1,1251948
121,1,0
122,1,0
123,1,1439740
124,1,0
125,1,1251948
126,1,0
127,1,1095454
128,1,0
129,1,1095454
130,1,0
131,1,0
132,1,0
133,1,1095454
134,1,1251948
135,1,0
136,1,0
137,1,0
138,1,1944912
139,1,0
140,1,1251948
141,1,0
142,1,1095454
143,1,0
144,1,1095454
145,1,1095454
146,1,1095454
147,1,1095454
148,1,1251948
149,1,2288132
150,1,1095454
151,1,0
152,1,0
153,1,1251948
154,1,1439740
155,1,1095454
156,1,1095454
157,1,1095454
158,1,0
159,1,1095454
160,1,0
161,1,1095454
162,1,1095454
163,1,0
164,1,1251948
165,1,1095454
166,1,1439740
167,1,1439740
168,1,1095454
169,1,1095454
170,1,1439740
171,1,1251948
172,1,1095454
